# From bin/get_pathway_compounds.pl on Sun Jul 26 11:16:24 2020
# Pathway1	Pathway2	Shared compounds	Numbber of shared compounds
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1319	DIHYDROXY-ACETONE-PHOSPHATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5667	DIHYDROXY-ACETONE-PHOSPHATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5436	ACETYL-COA	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	TRPSYN-PWY	GAP,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	THREONINE-DEG2-PWY	ACETYL-COA	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	UBISYN-PWY	PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5901	PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	GALACT-GLUCUROCAT-PWY	GAP,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	VALSYN-PWY	2-KETOGLUTARATE,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-781	SUC-COA,2-KETOGLUTARATE,SUC,OXALACETIC_ACID,DIHYDROXY-ACETONE-PHOSPHATE,PYRUVATE	6
GLYCOLYSIS-TCA-GLYOX-BYPASS	TCA-GLYOX-BYPASS	|Oxo-glutarate-dehydrogenase-lipoyl|,|Oxo-glutarate-dehydro-suc-DH-lipoyl|,|Oxo-glutarate-dehydrogenase-DH-lipoyl|,OXALO-SUCCINATE,E-,GLYOX,CIS-ACONITATE,CIT,SUC-COA,2-KETOGLUTARATE,THREO-DS-ISO-CITRATE,FUM,|Ubiquinols|,|Ubiquinones|,SUC,OXALACETIC_ACID,|ETR-Quinols|,|ETR-Quinones|,MAL,ACETYL-COA	20
GLYCOLYSIS-TCA-GLYOX-BYPASS	THRESYN-PWY	2-KETOGLUTARATE,OXALACETIC_ACID	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	ALL-CHORISMATE-PWY	2-KETOGLUTARATE,GAP,PHOSPHO-ENOL-PYRUVATE,PYRUVATE	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	FUC-RHAMCAT-PWY	E-,|ETR-Quinols|,|ETR-Quinones|,DIHYDROXY-ACETONE-PHOSPHATE,PYRUVATE	5
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-6164	PHOSPHO-ENOL-PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-162	E-,|ETR-Quinols|,|ETR-Quinones|	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1313	ACETYL-COA	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLUCARGALACTSUPER-PWY	2-PG,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	ACETATEUTIL-PWY	ACETYL-COA	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-1269	PHOSPHO-ENOL-PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PRPP-PWY	E-,2-KETOGLUTARATE,FUM,|ETR-Quinols|,|ETR-Quinones|	5
GLYCOLYSIS-TCA-GLYOX-BYPASS	PYRUVDEHYD-PWY	|Pyruvate-dehydrogenase-lipoate|,|Pyruvate-dehydrogenase-acetylDHlipoyl|,|Pyruvate-dehydrogenase-dihydrolipoate|,2-ALPHA-HYDROXYETHYL-THPP,THIAMINE-PYROPHOSPHATE,ACETYL-COA,PYRUVATE	7
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-6038	CIT,OXALACETIC_ACID	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5162	ACETYL-COA,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-7211	E-,|ETR-Quinols|,|ETR-Quinones|	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1465	PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	ORNARGDEG-PWY	2-KETOGLUTARATE,SUC	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	MET-SAM-PWY	SUC-COA,SUC,PYRUVATE	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	AST-PWY	SUC-COA,2-KETOGLUTARATE,SUC	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	ARGDEG-PWY	2-KETOGLUTARATE,SUC	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	THREOCAT-PWY	2-KETOGLUTARATE,ACETYL-COA,PYRUVATE	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-6897	THIAMINE-PYROPHOSPHATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-845	2-KETOGLUTARATE,GAP,PYRUVATE	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5084	|Oxo-glutarate-dehydrogenase-lipoyl|,|Oxo-glutarate-dehydro-suc-DH-lipoyl|,|Oxo-glutarate-dehydrogenase-DH-lipoyl|,SUC-COA,2-KETOGLUTARATE	5
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1569	DIHYDROXY-ACETONE-PHOSPHATE,ACETYL-COA	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1581	E-,DIHYDROXY-ACETONE-PHOSPHATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1585	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1336	E-,FUM,SUC	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1352	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1573	E-,|Ubiquinols|,|Ubiquinones|	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1578	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1584	E-,|Ubiquinols|,|Ubiquinones|,DIHYDROXY-ACETONE-PHOSPHATE	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	PROUT-PWY-I	E-,|Ubiquinols|,|Ubiquinones|	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1321	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1348	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1356	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1577	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1582	E-,FUM,SUC,DIHYDROXY-ACETONE-PHOSPHATE	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-7343	|D-glucopyranose-6-phosphate|	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1347	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1355	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1576	E-,FUM,SUC	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-7870	ACETYL-COA	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	CYSTSYN-PWY	ACETYL-COA	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	LCYSDEG-PWY	PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLYOXDEG-PWY	GLYOX,MAL,ACETYL-COA	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLYCOLATEMET-PWY	GLYOX,2-PG	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLUTORN-PWY	2-KETOGLUTARATE,ACETYL-COA	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	RHAMCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1535	PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	NONMEVIPP-PWY	GAP,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5838	2-KETOGLUTARATE,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1317	E-,|ETR-Quinols|,|ETR-Quinones|,PYRUVATE	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	PHESYN	2-KETOGLUTARATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-44	FRUCTOSE-6P	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	ETOH-ACETYLCOA-ANA-PWY	ACETYL-COA	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1300	2-PG	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1314	FRUCTOSE-16-DIPHOSPHATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLUCOSE1PMETAB-PWY	E-,|Ubiquinols|,|Ubiquinones|,|D-glucopyranose-6-phosphate|	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-7180	GAP,ACETYL-COA	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	FUCCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	MANNCAT-PWY	FRUCTOSE-6P	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	DARABCATK12-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1599	|ETR-Quinols|,|ETR-Quinones|	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	GALACTCAT-PWY	GAP,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-7242	GAP,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	METSYN-PWY	SUC-COA,SUC,PYRUVATE	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	HOMOSER-METSYN-PWY	SUC-COA,SUC,PYRUVATE	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	GALACTARDEG-PWY	2-PG,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	GALACTUROCAT-PWY	GAP,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLUCARDEG-PWY	2-PG,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLUCUROCAT-PWY	GAP,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-7446	DIHYDROXY-ACETONE-PHOSPHATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLUTDEG-PWY	2-KETOGLUTARATE,FUM,OXALACETIC_ACID	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	ASPARTATESYN-PWY	2-KETOGLUTARATE,OXALACETIC_ACID	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLYCOCAT-PWY	|D-glucopyranose-6-phosphate|	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	LEUSYN-PWY	2-KETOGLUTARATE,ACETYL-COA	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PYRIDNUCSYN-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5386	E-,|Ubiquinols|,|Ubiquinones|,PYRUVATE	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5459	E-,|ETR-Quinols|,|ETR-Quinones|,PYRUVATE	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-7219	FUM	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-6123	FUM	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PUTDEG-PWY	2-KETOGLUTARATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-461	2-KETOGLUTARATE,SUC,|ETR-Quinols|,|ETR-Quinones|	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	HISTSYN-PWY	2-KETOGLUTARATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	GLUCONEO-PWY	OXALACETIC_ACID,MAL,DPG,GAP,DIHYDROXY-ACETONE-PHOSPHATE,|D-glucopyranose-6-phosphate|,PHOSPHO-ENOL-PYRUVATE,FRUCTOSE-6P,FRUCTOSE-16-DIPHOSPHATE,G3P,2-PG,PYRUVATE	12
GLYCOLYSIS-TCA-GLYOX-BYPASS	MANNIDEG-PWY	FRUCTOSE-6P	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	HEXITOLDEGSUPER-PWY	23-DIPHOSPHOGLYCERATE,|Protein-Histidines|,|Protein-pi-phospho-L-histidines|,CPD-16758,DPG,GAP,DIHYDROXY-ACETONE-PHOSPHATE,PHOSPHO-ENOL-PYRUVATE,FRUCTOSE-6P,FRUCTOSE-16-DIPHOSPHATE,G3P,2-PG,PYRUVATE	13
GLYCOLYSIS-TCA-GLYOX-BYPASS	GALACTITOLCAT-PWY	GAP,DIHYDROXY-ACETONE-PHOSPHATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	FAO-PWY	ACETYL-COA	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1591	E-,DIHYDROXY-ACETONE-PHOSPHATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1590	E-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5705	GLYOX	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5837	2-KETOGLUTARATE,PYRUVATE	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	ARGSYN-PWY	2-KETOGLUTARATE,FUM,ACETYL-COA	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PROPIONMET-PWY	SUC-COA	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-42	SUC,OXALACETIC_ACID,PYRUVATE	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	DAPLYSINESYN-PWY	SUC-COA,2-KETOGLUTARATE,SUC,PYRUVATE	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-5659	|D-glucopyranose-6-phosphate|,FRUCTOSE-6P	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PEPTIDOGLYCANSYN-PWY	PHOSPHO-ENOL-PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	THISYN-PWY	THIAMINE-PYROPHOSPHATE,GAP,PYRUVATE	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-7892	GLYOX	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1324	PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	ARG+POLYAMINE-SYN	2-KETOGLUTARATE,FUM,ACETYL-COA	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-6126	FUM	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	DENOVOPURINE2-PWY	FUM	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-43	SUC-COA,SUC	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY-6387	PHOSPHO-ENOL-PYRUVATE	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	BRANCHED-CHAIN-AA-SYN-PWY	2-KETOGLUTARATE,ACETYL-COA,PYRUVATE	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	SER-GLYSYN-PWY	2-KETOGLUTARATE,G3P	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	ASPASN-PWY	2-KETOGLUTARATE,FUM,OXALACETIC_ACID	3
